camera,camera_indicator,total_apps,running_process,total_apps_with_internet_permission,upload_rate,download_rate,firewall_stat,malicious_website_visits,running_process_with_all_permission,malicious_stat,risk_factor
0,0,11,0,7,0,0,0,0,0,0,medium
0,0,11,0,7,0,0,0,0,0,1,medium
0,0,11,7,7,194,308,1,1,0,0,low
0,0,11,8,7,45,348,1,1,2,0,low
0,0,11,6,7,83,154,0,1,0,1,medium
0,0,11,10,7,31,224,1,0,0,0,low
0,0,11,6,7,191,253,1,0,1,0,low
1,0,11,5,7,92,29,0,1,3,1,high
0,0,11,8,7,48,424,1,1,0,0,low
1,1,11,7,7,133,146,1,0,3,0,low
0,0,11,0,7,0,0,1,0,0,0,low
1,1,11,5,7,140,490,0,1,2,0,medium
1,0,11,8,7,200,395,1,0,3,0,medium
0,0,11,3,7,178,483,1,0,3,0,low
0,0,11,1,7,185,300,1,0,3,0,low
1,1,11,10,7,132,271,0,1,1,1,medium
1,1,11,1,7,151,359,1,1,1,0,low
1,0,11,5,7,29,300,1,1,3,1,medium
0,0,11,4,7,48,240,0,0,2,0,medium
0,0,11,0,7,0,0,1,0,0,0,low
1,1,11,2,7,123,456,0,0,3,1,medium
0,0,11,5,7,168,38,1,1,3,0,low
0,0,11,0,7,0,0,1,0,0,0,low
0,0,11,10,7,49,341,0,1,0,1,medium
0,0,11,6,7,81,211,0,0,1,1,medium
0,0,11,1,7,128,222,1,1,2,0,low
0,0,11,3,7,69,200,1,1,3,0,low
0,0,11,1,7,172,82,1,1,1,0,low
1,1,11,5,7,7,410,0,0,2,1,medium
0,0,11,2,7,181,177,0,0,1,1,medium
0,0,11,0,7,0,0,1,0,0,0,low
0,0,11,8,7,170,228,1,1,1,0,low
1,1,11,3,7,55,244,1,1,2,0,low
1,1,11,6,7,114,271,1,0,3,0,low
0,0,11,2,7,75,251,1,0,2,0,low
0,0,11,5,7,102,189,0,0,2,1,medium
0,0,11,1,7,186,275,0,0,2,1,medium
0,0,11,8,7,79,444,0,1,3,1,medium
0,0,11,7,7,156,271,1,0,3,0,low
0,0,11,5,7,83,413,1,1,2,0,low
0,0,11,0,7,0,0,0,0,0,0,medium
0,0,11,3,7,197,76,1,1,1,0,low
0,0,11,8,7,186,82,1,1,3,0,low
0,0,11,6,7,178,465,1,0,0,0,low
0,0,11,4,7,20,109,1,1,2,0,low
1,0,11,1,7,53,6,0,0,2,1,medium
0,0,11,10,7,170,401,1,1,1,0,low
1,0,11,10,7,42,250,0,1,3,1,high
0,0,11,7,7,13,42,0,0,1,1,medium
0,0,11,8,7,144,66,1,1,1,0,low
0,0,11,5,7,162,341,1,0,1,0,low
1,1,11,8,7,136,272,0,0,0,0,medium
0,0,11,9,7,128,234,0,1,2,0,medium
1,0,11,6,7,114,165,1,0,0,0,medium
1,0,11,7,7,123,382,0,0,0,1,medium
1,0,11,10,7,83,38,0,1,2,1,high
0,0,11,8,7,165,92,1,0,3,0,low
1,1,11,10,7,24,443,0,1,2,1,medium
0,0,11,5,7,16,239,1,0,1,0,low
1,0,11,10,7,8,411,0,0,0,0,medium
0,0,11,3,7,184,109,0,0,3,1,medium
0,0,11,5,7,23,183,0,1,3,1,medium
1,1,11,7,7,179,212,1,0,1,0,low
1,1,11,5,7,148,225,1,0,0,0,low
1,1,11,8,7,120,414,0,1,3,1,medium
0,0,11,6,7,66,200,0,0,1,1,medium
0,0,11,3,7,179,196,0,0,3,0,medium
1,1,11,5,7,173,290,1,0,1,0,low
1,0,11,1,7,160,420,1,1,3,1,medium
1,0,11,2,7,148,139,0,1,3,1,high
1,0,11,9,7,126,28,0,0,2,0,medium
1,1,11,1,7,4,218,0,0,2,0,medium
1,0,11,6,7,143,484,0,0,1,0,medium
0,0,11,2,7,132,18,0,0,2,0,medium
1,0,11,10,7,180,331,0,1,3,1,high
0,0,11,9,7,183,134,0,0,0,1,medium
1,1,11,10,7,92,51,1,0,2,0,low
1,1,11,5,7,27,141,0,0,3,1,medium
1,1,11,8,7,51,89,0,1,0,0,medium
0,0,11,1,7,166,22,1,1,1,0,low
0,0,11,1,7,178,184,1,1,1,0,low
1,0,11,4,7,67,170,0,0,0,1,medium
0,0,11,6,7,88,255,1,0,3,0,low
0,0,11,4,7,177,251,1,0,0,0,low
0,0,11,2,7,47,149,0,1,1,1,medium
0,0,11,8,7,144,395,0,1,3,0,medium
0,0,11,6,7,191,322,1,0,2,0,low
1,1,11,8,7,23,14,0,1,1,0,medium
1,0,11,10,7,88,4,1,0,1,1,medium
0,0,11,9,7,179,248,1,1,1,0,low
1,0,11,9,7,42,145,1,0,2,0,medium
1,0,11,9,7,29,153,0,1,1,1,high
0,0,11,10,7,13,87,1,1,2,0,low
0,0,11,7,7,137,488,1,1,2,0,low
0,0,11,7,7,73,141,1,0,3,0,low
1,0,11,1,7,33,141,0,0,1,1,medium
0,0,11,2,7,19,10,0,1,0,1,medium
0,0,11,9,7,157,466,0,1,0,1,medium
0,0,11,4,7,150,83,0,0,3,1,medium
0,0,11,1,7,37,38,0,1,2,1,medium
0,0,11,0,7,0,0,0,0,0,0,medium
0,0,11,0,7,0,0,1,0,0,0,low
1,0,11,9,7,12,209,1,0,0,0,medium
1,1,11,2,7,45,221,0,0,0,0,medium
0,0,11,3,7,165,310,1,1,2,0,low
0,0,11,1,7,106,280,0,1,1,0,medium
0,0,11,1,7,30,74,0,1,3,0,medium
1,1,11,6,7,167,215,0,1,0,1,medium
1,1,11,5,7,192,325,1,1,1,0,low
0,0,11,7,7,106,132,1,1,0,0,low
1,0,11,9,7,90,289,0,0,0,1,medium
0,0,11,4,7,40,412,1,0,0,0,low
1,0,11,4,7,64,146,0,0,0,0,medium
0,0,11,4,7,18,492,0,1,1,1,medium
1,1,11,9,7,143,357,0,1,0,0,medium
1,0,11,4,7,130,257,0,1,1,1,high
1,0,11,6,7,167,85,1,0,0,0,medium
0,0,11,2,7,191,175,1,1,0,0,low
0,0,11,6,7,62,445,1,0,0,0,low
0,0,11,0,7,0,0,1,0,0,0,low
0,0,11,5,7,181,16,0,1,1,0,medium
0,0,11,0,7,0,0,0,0,0,0,medium
1,0,11,3,7,177,300,1,0,3,1,medium
1,1,11,5,7,136,496,0,1,3,0,medium
0,0,11,0,7,0,0,0,0,0,0,medium
1,0,11,3,7,36,145,0,0,2,0,medium
0,0,11,7,7,193,342,0,1,0,0,medium
0,0,11,4,7,163,342,1,1,0,0,low
0,0,11,7,7,173,124,1,0,1,0,low
1,0,11,4,7,77,483,0,0,1,1,medium
1,0,11,5,7,36,183,1,1,2,1,medium
0,0,11,0,7,0,0,0,0,0,0,medium
0,0,11,1,7,29,121,0,0,0,0,medium
0,0,11,9,7,142,56,1,0,0,0,low
0,0,11,3,7,70,329,1,0,0,0,low
1,1,11,2,7,76,123,0,1,1,1,medium
1,0,11,4,7,140,35,0,1,1,1,high
0,0,11,8,7,86,330,0,0,0,1,medium
1,0,11,2,7,87,408,1,1,1,0,medium
1,0,11,3,7,64,447,1,1,3,1,medium
1,0,11,7,7,139,464,1,1,0,0,medium
1,0,11,4,7,108,23,0,0,2,0,medium
1,1,11,7,7,18,106,1,0,0,0,low
1,0,11,9,7,143,133,0,1,2,1,high
1,1,11,7,7,17,98,1,0,1,0,low
1,1,11,6,7,180,238,1,1,3,0,low
1,0,11,1,7,113,323,1,0,0,1,medium
1,1,11,6,7,145,418,0,1,0,0,medium
0,0,11,7,7,175,128,0,0,0,1,medium
1,1,11,4,7,188,496,1,0,3,0,low
1,0,11,8,7,42,392,1,1,3,1,medium
0,0,11,0,7,0,0,0,0,0,1,medium
0,0,11,7,7,167,287,0,0,1,0,medium
0,0,11,8,7,122,259,0,1,0,0,medium
0,0,11,3,7,192,443,1,0,3,0,low
1,1,11,10,7,107,17,1,0,3,0,low
0,0,11,10,7,48,83,1,1,3,0,low
0,0,11,5,7,22,329,1,1,3,0,low
1,0,11,7,7,90,477,0,0,2,0,medium
0,0,11,2,7,166,332,1,0,0,0,low
0,0,11,8,7,114,1,0,1,2,0,medium
0,0,11,10,7,54,239,0,1,2,0,medium
0,0,11,4,7,29,109,0,0,1,0,medium
0,0,11,7,7,78,372,1,1,3,0,low
1,0,11,9,7,169,399,1,1,1,0,medium
0,0,11,2,7,60,63,0,1,0,1,medium
0,0,11,4,7,33,405,1,0,1,0,low
1,0,11,8,7,53,279,0,1,2,1,high
0,0,11,7,7,41,219,0,0,3,0,medium
1,1,11,9,7,115,402,0,0,2,0,medium
0,0,11,7,7,154,298,1,0,3,0,low
0,0,11,0,7,0,0,0,0,0,1,medium
0,0,11,4,7,187,465,0,0,3,0,medium
0,0,11,3,7,107,296,0,1,3,1,medium
1,1,11,8,7,159,277,1,1,2,0,low
1,1,11,9,7,152,226,1,0,0,0,low
1,1,11,2,7,103,460,1,0,3,0,low
0,0,11,7,7,111,287,0,1,2,0,medium
0,0,11,2,7,182,327,0,1,3,0,medium
0,0,11,7,7,181,337,1,0,3,0,low
1,1,11,4,7,26,31,1,0,3,0,low
0,0,11,10,7,119,129,1,0,2,0,low
0,0,11,9,7,88,464,1,0,3,0,low
0,0,11,3,7,171,152,0,1,1,1,medium
1,1,11,10,7,183,200,1,1,0,0,low
1,0,11,4,7,116,490,1,0,3,0,medium
1,1,11,3,7,89,202,1,0,3,0,low
1,0,11,5,7,23,193,1,0,0,1,medium
1,0,11,1,7,120,290,0,1,2,1,high
1,1,11,5,7,67,171,1,1,3,0,low
1,0,11,1,7,63,39,0,0,1,1,medium
0,0,11,1,7,38,367,1,0,0,0,low
1,1,11,6,7,10,119,0,0,0,1,medium
1,1,11,6,7,62,9,1,0,3,0,low
1,1,11,1,7,168,209,1,1,1,0,low
0,0,11,0,7,0,0,0,0,0,0,medium
0,0,11,1,7,111,174,0,0,3,1,medium
0,0,11,0,7,0,0,1,0,0,0,low
1,0,11,1,7,46,416,1,0,2,1,medium
1,0,11,9,7,146,455,0,0,2,1,medium
1,0,11,5,7,161,24,1,1,3,0,medium
1,1,11,1,7,47,0,0,1,1,1,medium
1,1,11,4,7,125,44,1,1,1,0,low
0,0,11,5,7,59,453,1,0,0,0,low
1,0,11,1,7,131,66,1,1,2,0,medium
1,0,11,4,7,12,201,1,1,1,0,medium
0,0,11,10,7,32,457,1,0,2,0,low
1,0,11,9,7,70,493,0,1,0,1,medium
0,0,11,9,7,38,316,1,1,0,0,low
0,0,11,6,7,84,262,1,0,1,0,low
0,0,11,4,7,26,229,1,0,0,0,low
1,1,11,2,7,131,337,0,1,2,1,medium
0,0,11,9,7,36,143,1,0,3,0,low
1,1,11,3,7,26,186,0,1,0,0,medium
1,0,11,7,7,64,359,0,1,0,1,medium
1,0,11,9,7,21,220,0,1,1,1,high
0,0,11,1,7,160,81,1,0,3,0,low
0,0,11,5,7,191,193,0,0,2,1,medium
0,0,11,2,7,62,112,1,0,1,0,low
1,0,11,4,7,2,443,1,1,0,0,medium
0,0,11,6,7,185,438,1,0,2,0,low
1,1,11,4,7,130,268,1,1,3,0,low
1,0,11,10,7,116,12,0,1,2,1,high
1,0,11,1,7,113,15,1,1,3,1,medium
0,0,11,3,7,177,63,1,0,0,0,low
1,1,11,9,7,115,384,1,1,0,0,low
0,0,11,4,7,60,498,1,0,0,0,low
0,0,11,10,7,6,173,0,1,2,0,medium
0,0,11,6,7,92,155,0,0,2,1,medium
1,0,11,4,7,187,167,0,0,0,0,medium
0,0,11,7,7,188,490,0,1,2,1,medium
0,0,11,7,7,65,253,1,0,3,0,low
0,0,11,10,7,194,322,1,1,3,0,low
0,0,11,2,7,161,449,0,1,2,1,medium
1,1,11,3,7,169,410,1,0,1,0,low
0,0,11,4,7,115,399,0,0,2,0,medium
0,0,11,3,7,52,288,0,0,0,1,medium
0,0,11,8,7,31,296,1,0,3,0,low
1,0,11,8,7,36,110,1,0,0,0,medium
1,1,11,3,7,128,120,1,1,2,0,low
1,0,11,5,7,95,241,1,0,0,0,medium
1,1,11,4,7,35,466,1,1,3,0,low
0,0,11,3,7,119,413,0,1,1,0,medium
1,1,11,9,7,112,325,0,0,3,0,medium
0,0,11,8,7,111,92,0,1,3,0,medium
1,1,11,8,7,60,182,1,1,2,0,low
1,1,11,2,7,28,38,1,0,1,0,low
1,1,11,7,7,170,122,0,1,1,1,medium
1,1,11,6,7,143,80,1,0,2,0,low
1,1,11,7,7,193,221,1,0,3,0,low
0,0,11,0,7,0,0,1,0,0,0,low
0,0,11,7,7,72,88,0,0,2,1,medium
1,1,11,7,7,195,448,1,0,0,0,low
1,0,11,9,7,73,139,1,0,0,1,medium
0,0,11,3,7,56,281,0,0,2,0,medium
0,0,11,10,7,127,28,1,1,0,0,low
0,0,11,7,7,184,54,0,1,0,0,medium
0,0,11,0,7,0,0,0,0,0,0,medium
0,0,11,4,7,140,424,1,0,0,0,low
1,0,11,7,7,142,273,0,0,1,0,medium
1,0,11,5,7,39,455,1,0,0,0,medium
1,0,11,5,7,50,332,0,0,3,0,medium
0,0,11,3,7,30,492,0,1,1,0,medium
0,0,11,4,7,181,119,1,0,3,0,low
0,0,11,2,7,66,50,0,1,0,0,medium
0,0,11,2,7,145,43,0,1,3,1,medium
1,0,11,3,7,88,485,1,0,3,1,medium
1,0,11,8,7,29,288,0,1,0,1,medium
1,0,11,7,7,29,242,1,1,3,0,medium
0,0,11,7,7,87,12,1,0,1,0,low
1,1,11,8,7,22,384,0,0,2,0,medium
1,1,11,1,7,188,286,1,1,2,0,low
1,0,11,4,7,2,430,0,1,2,1,high
1,0,11,8,7,74,209,1,0,0,0,medium
1,0,11,1,7,181,450,0,0,3,1,medium
1,0,11,1,7,26,197,1,0,0,1,medium
0,0,11,8,7,7,262,0,0,1,0,medium
0,0,11,7,7,45,218,1,0,1,0,low
1,0,11,10,7,27,409,0,0,3,1,medium
0,0,11,2,7,54,32,0,1,3,1,medium
0,0,11,4,7,189,89,1,0,2,0,low
0,0,11,8,7,54,141,1,0,0,0,low
0,0,11,0,7,0,0,1,0,0,0,low
1,1,11,4,7,161,351,1,1,2,0,low
1,0,11,4,7,161,391,0,1,2,1,high
1,1,11,4,7,173,151,0,1,1,0,medium
1,0,11,1,7,180,451,0,1,2,1,high
1,0,11,6,7,133,180,1,1,1,0,medium
0,0,11,0,7,0,0,0,0,0,1,medium
0,0,11,2,7,104,241,1,1,3,0,low
1,1,11,3,7,189,224,1,1,2,0,low
1,1,11,10,7,21,216,0,0,1,1,medium
0,0,11,6,7,86,224,0,0,1,0,medium
1,0,11,1,7,14,435,1,1,1,1,medium
1,0,11,8,7,7,272,0,0,3,0,medium
0,0,11,8,7,172,417,0,0,3,1,medium
1,0,11,1,7,62,412,1,0,2,1,medium
0,0,11,0,7,0,0,1,0,0,0,low
0,0,11,4,7,89,294,1,1,0,0,low
0,0,11,4,7,109,423,0,0,1,0,medium
0,0,11,10,7,26,422,0,1,2,0,medium
1,1,11,4,7,21,127,1,0,3,0,low
1,0,11,5,7,97,17,0,0,1,1,medium
1,0,11,6,7,126,483,0,1,0,1,medium
1,0,11,8,7,40,199,1,1,0,0,medium
1,0,11,5,7,153,214,0,0,1,0,medium
1,1,11,5,7,26,107,0,1,3,1,medium
0,0,11,3,7,122,365,0,1,1,1,medium
1,0,11,7,7,140,458,0,1,1,1,high
1,1,11,9,7,157,308,0,0,3,1,medium
1,1,11,6,7,199,132,1,1,0,0,low
1,1,11,5,7,136,435,0,0,0,1,medium
0,0,11,1,7,9,417,0,0,0,0,medium
1,1,11,2,7,17,36,0,0,0,0,medium
0,0,11,9,7,23,404,1,0,0,0,low
0,0,11,3,7,114,58,1,1,0,0,low
0,0,11,0,7,0,0,1,0,0,0,low
0,0,11,9,7,73,240,1,0,0,0,low
0,0,11,2,7,109,299,0,1,2,0,medium
1,0,11,8,7,63,285,1,0,0,0,medium
0,0,11,5,7,36,394,0,1,1,1,medium
1,0,11,10,7,186,124,1,0,3,0,medium
0,0,11,3,7,172,15,1,0,0,0,low
1,1,11,7,7,92,458,1,0,2,0,low
0,0,11,0,7,0,0,0,0,0,1,medium
0,0,11,3,7,55,424,1,1,2,0,low
1,0,11,2,7,163,450,1,0,0,0,medium
0,0,11,0,7,0,0,0,0,0,1,medium
0,0,11,1,7,18,239,1,1,2,0,low
1,0,11,8,7,38,101,0,0,2,0,medium
0,0,11,7,7,16,344,1,1,0,0,low
0,0,11,2,7,50,287,1,0,1,0,low
0,0,11,8,7,89,158,0,0,2,1,medium
0,0,11,7,7,71,132,0,1,3,0,medium
0,0,11,2,7,139,241,0,1,1,1,medium
1,1,11,3,7,117,156,1,1,0,0,low
0,0,11,0,7,0,0,0,0,0,1,medium
0,0,11,1,7,93,400,0,0,0,0,medium
0,0,11,10,7,26,240,0,1,2,1,medium
1,1,11,3,7,63,213,1,1,3,0,low
0,0,11,4,7,51,122,1,0,0,0,low
0,0,11,0,7,0,0,0,0,0,0,medium
0,0,11,1,7,173,74,1,0,0,0,low
1,1,11,5,7,132,335,0,0,2,0,medium
0,0,11,6,7,165,454,1,1,1,0,low
1,0,11,3,7,11,16,1,1,2,1,medium
1,0,11,9,7,158,197,0,0,2,0,medium
1,0,11,7,7,157,221,1,1,2,1,medium
1,0,11,7,7,80,248,1,1,3,1,medium
1,0,11,2,7,68,124,1,0,2,0,medium
0,0,11,10,7,14,70,1,1,0,0,low
0,0,11,0,7,0,0,0,0,0,1,medium
1,0,11,7,7,38,128,1,0,0,1,medium
1,1,11,4,7,38,490,1,0,0,0,low
0,0,11,6,7,194,73,0,0,2,1,medium
1,1,11,9,7,10,441,0,1,2,0,medium
0,0,11,4,7,111,236,0,0,3,1,medium
0,0,11,2,7,23,130,0,1,1,1,medium
0,0,11,0,7,0,0,0,0,0,0,medium
1,0,11,2,7,150,28,0,0,0,0,medium
0,0,11,4,7,38,470,1,1,0,0,low
0,0,11,7,7,82,172,0,1,0,0,medium
0,0,11,3,7,77,364,1,0,2,0,low
0,0,11,9,7,84,313,1,0,0,0,low
0,0,11,6,7,67,48,1,1,0,0,low
0,0,11,0,7,0,0,1,0,0,0,low
0,0,11,1,7,149,315,0,0,2,0,medium
1,1,11,10,7,148,264,1,1,2,0,low
0,0,11,6,7,15,465,0,1,1,1,medium
1,0,11,7,7,195,391,1,1,2,1,medium
0,0,11,3,7,20,355,0,0,1,1,medium
1,0,11,4,7,85,38,0,1,1,1,high
0,0,11,4,7,125,478,1,1,3,0,low
1,1,11,4,7,171,167,0,0,1,0,medium
0,0,11,5,7,27,343,0,0,0,1,medium
0,0,11,10,7,98,321,0,1,2,1,medium
1,1,11,6,7,176,437,0,1,2,1,medium
0,0,11,5,7,192,207,0,1,3,0,medium
1,0,11,6,7,68,301,0,1,1,1,high
1,0,11,5,7,81,479,1,0,2,0,medium
0,0,11,0,7,0,0,1,0,0,0,low
1,0,11,6,7,74,124,0,0,2,1,medium
1,0,11,7,7,9,208,1,1,1,1,medium
1,1,11,7,7,8,302,0,1,2,1,medium
1,1,11,6,7,67,408,1,0,3,0,low
0,0,11,8,7,75,275,1,1,1,0,low
0,0,11,7,7,122,51,0,1,1,0,medium
0,0,11,2,7,92,454,0,1,0,1,medium
0,0,11,0,7,0,0,0,0,0,0,medium
0,0,11,3,7,7,74,0,0,0,1,medium
1,0,11,1,7,119,260,0,0,2,0,medium
1,1,11,6,7,90,251,1,0,2,0,low
1,0,11,5,7,87,228,0,1,1,1,high
0,0,11,8,7,166,451,1,0,3,0,low
0,0,11,3,7,183,3,0,1,0,0,medium
1,0,11,5,7,56,479,0,1,3,1,high
0,0,11,4,7,99,401,0,1,2,0,medium
0,0,11,2,7,54,113,0,1,0,0,medium
0,0,11,5,7,70,482,1,1,2,0,low
1,0,11,7,7,117,19,0,0,2,1,medium
0,0,11,2,7,102,103,1,0,1,0,low
1,0,11,9,7,15,349,0,0,2,1,medium
1,1,11,2,7,153,463,1,1,2,0,low
1,0,11,5,7,39,492,1,0,2,0,medium
0,0,11,0,7,0,0,0,0,0,1,medium
0,0,11,5,7,192,253,0,1,1,1,medium
0,0,11,0,7,0,0,1,0,0,0,low
1,0,11,1,7,111,72,1,0,2,0,medium
0,0,11,10,7,147,306,0,1,1,0,medium
0,0,11,10,7,70,132,1,0,1,0,low
0,0,11,0,7,0,0,0,0,0,1,medium
1,0,11,4,7,151,40,0,0,1,1,medium
1,0,11,7,7,55,127,0,0,2,1,medium
0,0,11,0,7,0,0,0,0,0,0,medium
1,1,11,5,7,166,317,1,1,2,0,low
1,0,11,2,7,118,93,0,1,0,1,medium
1,1,11,6,7,200,70,1,1,0,0,low
1,1,11,1,7,61,134,1,1,1,0,low
1,1,11,9,7,69,464,0,1,0,1,medium
0,0,11,5,7,141,162,0,1,2,0,medium
1,0,11,10,7,14,1,1,0,3,1,medium
0,0,11,5,7,89,314,1,1,0,0,low
0,0,11,8,7,39,436,1,1,3,0,low
0,0,11,6,7,160,444,0,1,2,0,medium
1,1,11,10,7,92,16,0,0,2,0,medium
0,0,11,1,7,188,376,0,1,1,0,medium
0,0,11,9,7,56,122,0,1,3,1,medium
1,0,11,6,7,142,244,1,0,1,0,medium
0,0,11,3,7,194,266,1,0,0,0,low
0,0,11,2,7,68,251,1,0,2,0,low
1,1,11,6,7,50,379,1,1,0,0,low
1,0,11,9,7,45,360,1,0,2,1,medium
1,1,11,6,7,195,471,1,1,3,0,low
1,1,11,4,7,44,477,0,1,0,1,medium
0,0,11,6,7,48,75,0,0,3,1,medium
0,0,11,6,7,162,31,0,0,1,0,medium
0,0,11,4,7,172,96,1,0,0,0,low
0,0,11,3,7,65,268,1,1,3,0,low
0,0,11,0,7,0,0,0,0,0,1,medium
0,0,11,6,7,158,495,0,1,1,0,medium
0,0,11,10,7,7,343,0,1,1,0,medium
1,0,11,7,7,46,431,1,0,0,0,medium
1,0,11,4,7,77,398,1,1,0,0,medium
1,1,11,2,7,78,167,1,0,3,0,low
0,0,11,2,7,174,30,1,1,0,0,low
1,1,11,8,7,85,426,0,0,3,0,medium
1,1,11,6,7,93,402,1,1,2,0,low
1,0,11,9,7,65,169,1,0,3,0,medium
1,1,11,4,7,70,150,1,0,2,0,low
1,1,11,8,7,184,209,0,1,0,1,medium
1,0,11,9,7,198,207,0,1,3,1,high
0,0,11,2,7,158,223,1,1,0,0,low
1,1,11,9,7,106,68,0,0,0,1,medium
0,0,11,7,7,17,421,0,0,3,0,medium
0,0,11,0,7,0,0,0,0,0,1,medium
0,0,11,0,7,0,0,1,0,0,0,low
0,0,11,0,7,0,0,0,0,0,0,medium
0,0,11,7,7,16,428,0,0,1,0,medium
0,0,11,7,7,127,52,0,1,2,0,medium
0,0,11,7,7,59,103,0,0,1,1,medium
0,0,11,9,7,176,286,0,1,1,1,medium
1,0,11,7,7,144,21,0,0,3,0,medium
1,1,11,7,7,15,195,1,0,1,0,low
0,0,11,2,7,128,150,1,1,1,0,low
0,0,11,3,7,59,325,0,1,0,1,medium
1,0,11,10,7,33,298,0,0,3,0,medium
1,0,11,9,7,125,484,1,0,1,0,medium
0,0,11,1,7,59,161,0,1,1,1,medium
0,0,11,6,7,176,52,0,0,2,1,medium
1,0,11,7,7,22,419,1,1,3,1,medium
1,1,11,1,7,32,410,1,1,1,0,low
1,0,11,2,7,13,133,1,1,0,1,medium
0,0,11,2,7,13,95,1,0,1,0,low
1,1,11,6,7,22,51,1,0,0,0,low
0,0,11,6,7,52,221,0,0,1,0,medium
0,0,11,0,7,0,0,1,0,0,0,low
0,0,11,1,7,165,387,1,1,1,0,low
0,0,11,0,7,0,0,1,0,0,0,low
0,0,11,8,7,124,201,1,1,0,0,low
1,0,11,5,7,22,284,1,1,1,0,medium
1,0,11,2,7,68,183,1,1,0,0,medium
0,0,11,9,7,49,298,1,0,2,0,low
1,1,11,2,7,48,269,1,1,3,0,low
0,0,11,9,7,153,230,0,0,3,0,medium
1,0,11,1,7,2,411,1,1,0,0,medium
0,0,11,8,7,77,187,1,0,0,0,low
1,1,11,1,7,115,151,1,1,2,0,low
0,0,11,4,7,137,194,1,1,0,0,low
1,1,11,2,7,102,202,1,1,3,0,low
1,0,11,6,7,76,123,1,0,3,1,medium
1,0,11,10,7,105,273,1,1,2,1,medium
0,0,11,5,7,138,130,0,1,1,1,medium
0,0,11,8,7,138,380,1,1,1,0,low
1,0,11,10,7,122,198,0,1,2,1,high
0,0,11,9,7,0,326,1,1,2,0,low
0,0,11,2,7,85,30,1,0,2,0,low
1,0,11,7,7,182,86,0,0,0,1,medium
1,0,11,4,7,77,371,1,1,3,0,medium
1,1,11,4,7,124,81,1,1,2,0,low
0,0,11,0,7,0,0,0,0,0,1,medium
0,0,11,0,7,0,0,0,0,0,1,medium
1,1,11,2,7,177,413,0,0,3,0,medium
0,0,11,5,7,148,19,0,1,0,1,medium
0,0,11,3,7,61,221,1,0,3,0,low
0,0,11,9,7,158,340,1,1,3,0,low
0,0,11,6,7,27,407,0,1,2,1,medium
0,0,11,6,7,12,384,0,1,2,0,medium
1,0,11,1,7,96,395,0,0,0,1,medium
0,0,11,3,7,116,349,0,0,3,1,medium
1,0,11,9,7,90,22,0,1,3,1,high
0,0,11,4,7,101,397,1,0,3,0,low
1,1,11,4,7,173,52,1,1,1,0,low
0,0,11,2,7,60,285,1,0,0,0,low
0,0,11,8,7,143,238,1,1,0,0,low
1,0,11,4,7,151,54,1,0,3,0,medium
1,0,11,7,7,73,39,1,0,1,0,medium
0,0,11,10,7,84,403,0,1,1,0,medium
0,0,11,4,7,197,223,0,0,2,1,medium
1,0,11,10,7,64,157,1,1,2,0,medium
0,0,11,1,7,162,53,0,1,3,0,medium
0,0,11,8,7,34,443,1,1,1,0,low
1,1,11,9,7,199,125,1,1,3,0,low
1,0,11,4,7,59,22,1,0,1,1,medium
0,0,11,7,7,26,346,1,1,1,0,low
0,0,11,0,7,0,0,0,0,0,0,medium
0,0,11,6,7,69,337,1,0,1,0,low
1,0,11,8,7,44,371,1,0,2,0,medium
1,0,11,3,7,26,292,0,1,2,1,high
0,0,11,4,7,23,387,1,1,0,0,low
0,0,11,2,7,29,152,0,0,1,0,medium
1,0,11,1,7,108,287,0,1,0,1,medium
1,1,11,1,7,195,372,0,1,0,0,medium
0,0,11,10,7,198,176,0,0,1,1,medium
0,0,11,10,7,69,248,1,0,2,0,low
0,0,11,2,7,163,500,0,1,1,0,medium
0,0,11,1,7,17,154,1,1,2,0,low
0,0,11,8,7,61,276,1,0,1,0,low
1,0,11,10,7,172,431,1,1,3,1,medium
1,1,11,9,7,138,468,0,1,2,1,medium
0,0,11,8,7,62,342,1,0,1,0,low
0,0,11,6,7,52,319,0,0,1,0,medium
1,0,11,1,7,45,52,1,1,2,0,medium
1,1,11,10,7,191,92,0,1,1,0,medium
1,0,11,5,7,110,452,0,0,1,0,medium
0,0,11,8,7,197,68,0,1,1,0,medium
1,1,11,6,7,73,239,1,0,1,0,low
1,1,11,3,7,88,68,1,1,0,0,low
0,0,11,0,7,0,0,0,0,0,0,medium
1,0,11,9,7,65,445,0,0,2,0,medium
1,0,11,9,7,147,257,1,0,1,0,medium
0,0,11,1,7,58,277,1,1,3,0,low
0,0,11,2,7,12,437,0,0,0,0,medium
0,0,11,10,7,11,371,0,1,3,1,medium
1,1,11,1,7,173,37,0,0,0,0,medium
0,0,11,1,7,52,430,0,0,2,0,medium
0,0,11,0,7,0,0,0,0,0,1,medium
0,0,11,3,7,42,145,0,1,2,0,medium
1,1,11,6,7,67,11,1,1,1,0,low
1,1,11,10,7,49,136,0,0,3,0,medium
1,0,11,7,7,9,318,1,0,2,1,medium
0,0,11,0,7,0,0,1,0,0,0,low
1,1,11,3,7,65,84,0,1,3,0,medium
1,1,11,6,7,103,414,0,1,0,1,medium
1,0,11,8,7,64,195,0,1,1,1,high
0,0,11,7,7,182,500,1,0,2,0,low
0,0,11,0,7,0,0,1,0,0,0,low
